Wavelength (nm), Intensity (a.u.)
532.400,6.8141e-04
532.410,6.8243e-04
532.420,6.8346e-04
532.430,6.8449e-04
532.440,6.8553e-04
532.450,6.8657e-04
532.460,6.8761e-04
532.470,6.8866e-04
532.480,6.8972e-04
532.490,6.9078e-04
532.500,6.9184e-04
532.510,6.9291e-04
532.520,6.9399e-04
532.530,6.9507e-04
532.540,6.9615e-04
532.550,6.9724e-04
532.560,6.9833e-04
532.570,6.9943e-04
532.580,7.0054e-04
532.590,7.0164e-04
532.600,7.0276e-04
532.610,7.0388e-04
532.620,7.0500e-04
532.630,7.0613e-04
532.640,7.0726e-04
532.650,7.0840e-04
532.660,7.0954e-04
532.670,7.1069e-04
532.680,7.1185e-04
532.690,7.1301e-04
532.700,7.1417e-04
532.710,7.1534e-04
532.720,7.1651e-04
532.730,7.1769e-04
532.740,7.1888e-04
532.750,7.2007e-04
532.760,7.2127e-04
532.770,7.2247e-04
532.780,7.2367e-04
532.790,7.2488e-04
532.800,7.2610e-04
532.810,7.2732e-04
532.820,7.2855e-04
532.830,7.2978e-04
532.840,7.3102e-04
532.850,7.3227e-04
532.860,7.3351e-04
532.870,7.3477e-04
532.880,7.3603e-04
532.890,7.3730e-04
532.900,7.3857e-04
532.910,7.3984e-04
532.920,7.4113e-04
532.930,7.4241e-04
532.940,7.4371e-04
532.950,7.4501e-04
532.960,7.4631e-04
532.970,7.4762e-04
532.980,7.4894e-04
532.990,7.5026e-04
533.000,7.5159e-04
533.010,7.5292e-04
533.020,7.5426e-04
533.030,7.5561e-04
533.040,7.5696e-04
533.050,7.5832e-04
533.060,7.5968e-04
533.070,7.6105e-04
533.080,7.6242e-04
533.090,7.6381e-04
533.100,7.6519e-04
533.110,7.6659e-04
533.120,7.6799e-04
533.130,7.6939e-04
533.140,7.7080e-04
533.150,7.7222e-04
533.160,7.7364e-04
533.170,7.7507e-04
533.180,7.7651e-04
533.190,7.7795e-04
533.200,7.7940e-04
533.210,7.8086e-04
533.220,7.8232e-04
533.230,7.8379e-04
533.240,7.8526e-04
533.250,7.8674e-04
533.260,7.8823e-04
533.270,7.8972e-04
533.280,7.9122e-04
533.290,7.9273e-04
533.300,7.9424e-04
533.310,7.9576e-04
533.320,7.9729e-04
533.330,7.9882e-04
533.340,8.0036e-04
533.350,8.0191e-04
533.360,8.0346e-04
533.370,8.0502e-04
533.380,8.0659e-04
533.390,8.0816e-04
533.400,8.0974e-04
533.410,8.1133e-04
533.420,8.1292e-04
533.430,8.1452e-04
533.440,8.1613e-04
533.450,8.1775e-04
533.460,8.1937e-04
533.470,8.2100e-04
533.480,8.2264e-04
533.490,8.2428e-04
533.500,8.2593e-04
533.510,8.2759e-04
533.520,8.2925e-04
533.530,8.3093e-04
533.540,8.3261e-04
533.550,8.3430e-04
533.560,8.3599e-04
533.570,8.3769e-04
533.580,8.3940e-04
533.590,8.4112e-04
533.600,8.4285e-04
533.610,8.4458e-04
533.620,8.4632e-04
533.630,8.4807e-04
533.640,8.4982e-04
533.650,8.5159e-04
533.660,8.5336e-04
533.670,8.5514e-04
533.680,8.5693e-04
533.690,8.5872e-04
533.700,8.6052e-04
533.710,8.6234e-04
533.720,8.6415e-04
533.730,8.6598e-04
533.740,8.6782e-04
533.750,8.6966e-04
533.760,8.7151e-04
533.770,8.7337e-04
533.780,8.7524e-04
533.790,8.7712e-04
533.800,8.7900e-04
533.810,8.8090e-04
533.820,8.8280e-04
533.830,8.8471e-04
533.840,8.8663e-04
533.850,8.8856e-04
533.860,8.9049e-04
533.870,8.9244e-04
533.880,8.9439e-04
533.890,8.9635e-04
533.900,8.9832e-04
533.910,9.0030e-04
533.920,9.0229e-04
533.930,9.0429e-04
533.940,9.0630e-04
533.950,9.0832e-04
533.960,9.1034e-04
533.970,9.1238e-04
533.980,9.1442e-04
533.990,9.1647e-04
534.000,9.1853e-04
534.010,9.2061e-04
534.020,9.2269e-04
534.030,9.2478e-04
534.040,9.2688e-04
534.050,9.2899e-04
534.060,9.3111e-04
534.070,9.3324e-04
534.080,9.3538e-04
534.090,9.3753e-04
534.100,9.3968e-04
534.110,9.4185e-04
534.120,9.4403e-04
534.130,9.4622e-04
534.140,9.4842e-04
534.150,9.5063e-04
534.160,9.5285e-04
534.170,9.5508e-04
534.180,9.5731e-04
534.190,9.5956e-04
534.200,9.6182e-04
534.210,9.6410e-04
534.220,9.6638e-04
534.230,9.6867e-04
534.240,9.7097e-04
534.250,9.7329e-04
534.260,9.7561e-04
534.270,9.7794e-04
534.280,9.8029e-04
534.290,9.8265e-04
534.300,9.8502e-04
534.310,9.8739e-04
534.320,9.8978e-04
534.330,9.9219e-04
534.340,9.9460e-04
534.350,9.9702e-04
534.360,9.9946e-04
534.370,1.0019e-03
534.380,1.0044e-03
534.390,1.0068e-03
534.400,1.0093e-03
534.410,1.0118e-03
534.420,1.0143e-03
534.430,1.0168e-03
534.440,1.0194e-03
534.450,1.0219e-03
534.460,1.0245e-03
534.470,1.0270e-03
534.480,1.0296e-03
534.490,1.0322e-03
534.500,1.0348e-03
534.510,1.0374e-03
534.520,1.0400e-03
534.530,1.0427e-03
534.540,1.0453e-03
534.550,1.0480e-03
534.560,1.0507e-03
534.570,1.0534e-03
534.580,1.0561e-03
534.590,1.0588e-03
534.600,1.0615e-03
534.610,1.0643e-03
534.620,1.0670e-03
534.630,1.0698e-03
534.640,1.0726e-03
534.650,1.0754e-03
534.660,1.0782e-03
534.670,1.0810e-03
534.680,1.0839e-03
534.690,1.0867e-03
534.700,1.0896e-03
534.710,1.0925e-03
534.720,1.0954e-03
534.730,1.0983e-03
534.740,1.1012e-03
534.750,1.1042e-03
534.760,1.1071e-03
534.770,1.1101e-03
534.780,1.1131e-03
534.790,1.1161e-03
534.800,1.1191e-03
534.810,1.1221e-03
534.820,1.1252e-03
534.830,1.1282e-03
534.840,1.1313e-03
534.850,1.1344e-03
534.860,1.1375e-03
534.870,1.1406e-03
534.880,1.1438e-03
534.890,1.1469e-03
534.900,1.1501e-03
534.910,1.1533e-03
534.920,1.1565e-03
534.930,1.1597e-03
534.940,1.1629e-03
534.950,1.1662e-03
534.960,1.1695e-03
534.970,1.1727e-03
534.980,1.1760e-03
534.990,1.1794e-03
535.000,1.1827e-03
535.010,1.1861e-03
535.020,1.1894e-03
535.030,1.1928e-03
535.040,1.1962e-03
535.050,1.1996e-03
535.060,1.2031e-03
535.070,1.2065e-03
535.080,1.2100e-03
535.090,1.2135e-03
535.100,1.2170e-03
535.110,1.2206e-03
535.120,1.2241e-03
535.130,1.2277e-03
535.140,1.2313e-03
535.150,1.2349e-03
535.160,1.2385e-03
535.170,1.2422e-03
535.180,1.2458e-03
535.190,1.2495e-03
535.200,1.2532e-03
535.210,1.2569e-03
535.220,1.2607e-03
535.230,1.2644e-03
535.240,1.2682e-03
535.250,1.2720e-03
535.260,1.2759e-03
535.270,1.2797e-03
535.280,1.2836e-03
535.290,1.2875e-03
535.300,1.2914e-03
535.310,1.2953e-03
535.320,1.2993e-03
535.330,1.3032e-03
535.340,1.3072e-03
535.350,1.3112e-03
535.360,1.3153e-03
535.370,1.3193e-03
535.380,1.3234e-03
535.390,1.3275e-03
535.400,1.3317e-03
535.410,1.3358e-03
535.420,1.3400e-03
535.430,1.3442e-03
535.440,1.3484e-03
535.450,1.3526e-03
535.460,1.3569e-03
535.470,1.3612e-03
535.480,1.3655e-03
535.490,1.3698e-03
535.500,1.3742e-03
535.510,1.3786e-03
535.520,1.3830e-03
535.530,1.3874e-03
535.540,1.3919e-03
535.550,1.3964e-03
535.560,1.4009e-03
535.570,1.4054e-03
535.580,1.4100e-03
535.590,1.4146e-03
535.600,1.4192e-03
535.610,1.4239e-03
535.620,1.4285e-03
535.630,1.4332e-03
535.640,1.4379e-03
535.650,1.4427e-03
535.660,1.4475e-03
535.670,1.4523e-03
535.680,1.4571e-03
535.690,1.4620e-03
535.700,1.4669e-03
535.710,1.4718e-03
535.720,1.4767e-03
535.730,1.4817e-03
535.740,1.4867e-03
535.750,1.4917e-03
535.760,1.4968e-03
535.770,1.5019e-03
535.780,1.5070e-03
535.790,1.5122e-03
535.800,1.5173e-03
535.810,1.5226e-03
535.820,1.5278e-03
535.830,1.5331e-03
535.840,1.5384e-03
535.850,1.5437e-03
535.860,1.5491e-03
535.870,1.5545e-03
535.880,1.5599e-03
535.890,1.5654e-03
535.900,1.5709e-03
535.910,1.5764e-03
535.920,1.5820e-03
535.930,1.5876e-03
535.940,1.5933e-03
535.950,1.5989e-03
535.960,1.6046e-03
535.970,1.6104e-03
535.980,1.6161e-03
535.990,1.6220e-03
536.000,1.6278e-03
536.010,1.6337e-03
536.020,1.6396e-03
536.030,1.6456e-03
536.040,1.6516e-03
536.050,1.6576e-03
536.060,1.6636e-03
536.070,1.6698e-03
536.080,1.6759e-03
536.090,1.6821e-03
536.100,1.6883e-03
536.110,1.6946e-03
536.120,1.7009e-03
536.130,1.7072e-03
536.140,1.7136e-03
536.150,1.7200e-03
536.160,1.7264e-03
536.170,1.7329e-03
536.180,1.7395e-03
536.190,1.7461e-03
536.200,1.7527e-03
536.210,1.7594e-03
536.220,1.7661e-03
536.230,1.7728e-03
536.240,1.7796e-03
536.250,1.7865e-03
536.260,1.7933e-03
536.270,1.8003e-03
536.280,1.8072e-03
536.290,1.8143e-03
536.300,1.8213e-03
536.310,1.8284e-03
536.320,1.8356e-03
536.330,1.8428e-03
536.340,1.8501e-03
536.350,1.8574e-03
536.360,1.8647e-03
536.370,1.8721e-03
536.380,1.8795e-03
536.390,1.8870e-03
536.400,1.8946e-03
536.410,1.9022e-03
536.420,1.9098e-03
536.430,1.9175e-03
536.440,1.9253e-03
536.450,1.9331e-03
536.460,1.9409e-03
536.470,1.9488e-03
536.480,1.9568e-03
536.490,1.9648e-03
536.500,1.9729e-03
536.510,1.9810e-03
536.520,1.9892e-03
536.530,1.9974e-03
536.540,2.0057e-03
536.550,2.0140e-03
536.560,2.0224e-03
536.570,2.0309e-03
536.580,2.0394e-03
536.590,2.0480e-03
536.600,2.0566e-03
536.610,2.0653e-03
536.620,2.0741e-03
536.630,2.0829e-03
536.640,2.0918e-03
536.650,2.1008e-03
536.660,2.1098e-03
536.670,2.1188e-03
536.680,2.1280e-03
536.690,2.1372e-03
536.700,2.1464e-03
536.710,2.1558e-03
536.720,2.1651e-03
536.730,2.1746e-03
536.740,2.1841e-03
536.750,2.1937e-03
536.760,2.2034e-03
536.770,2.2131e-03
536.780,2.2229e-03
536.790,2.2328e-03
536.800,2.2428e-03
536.810,2.2528e-03
536.820,2.2629e-03
536.830,2.2730e-03
536.840,2.2833e-03
536.850,2.2936e-03
536.860,2.3040e-03
536.870,2.3145e-03
536.880,2.3250e-03
536.890,2.3356e-03
536.900,2.3463e-03
536.910,2.3571e-03
536.920,2.3680e-03
536.930,2.3789e-03
536.940,2.3899e-03
536.950,2.4010e-03
536.960,2.4122e-03
536.970,2.4235e-03
536.980,2.4348e-03
536.990,2.4463e-03
537.000,2.4578e-03
537.010,2.4694e-03
537.020,2.4811e-03
537.030,2.4929e-03
537.040,2.5047e-03
537.050,2.5167e-03
537.060,2.5288e-03
537.070,2.5409e-03
537.080,2.5532e-03
537.090,2.5655e-03
537.100,2.5779e-03
537.110,2.5905e-03
537.120,2.6031e-03
537.130,2.6158e-03
537.140,2.6286e-03
537.150,2.6415e-03
537.160,2.6546e-03
537.170,2.6677e-03
537.180,2.6809e-03
537.190,2.6942e-03
537.200,2.7077e-03
537.210,2.7212e-03
537.220,2.7349e-03
537.230,2.7486e-03
537.240,2.7625e-03
537.250,2.7764e-03
537.260,2.7905e-03
537.270,2.8047e-03
537.280,2.8190e-03
537.290,2.8335e-03
537.300,2.8480e-03
537.310,2.8626e-03
537.320,2.8774e-03
537.330,2.8923e-03
537.340,2.9073e-03
537.350,2.9225e-03
537.360,2.9377e-03
537.370,2.9531e-03
537.380,2.9686e-03
537.390,2.9842e-03
537.400,3.0000e-03
537.410,3.0159e-03
537.420,3.0319e-03
537.430,3.0480e-03
537.440,3.0643e-03
537.450,3.0807e-03
537.460,3.0973e-03
537.470,3.1140e-03
537.480,3.1308e-03
537.490,3.1478e-03
537.500,3.1649e-03
537.510,3.1821e-03
537.520,3.1995e-03
537.530,3.2171e-03
537.540,3.2348e-03
537.550,3.2526e-03
537.560,3.2706e-03
537.570,3.2888e-03
537.580,3.3071e-03
537.590,3.3255e-03
537.600,3.3441e-03
537.610,3.3629e-03
537.620,3.3818e-03
537.630,3.4009e-03
537.640,3.4201e-03
537.650,3.4396e-03
537.660,3.4591e-03
537.670,3.4789e-03
537.680,3.4988e-03
537.690,3.5189e-03
537.700,3.5392e-03
537.710,3.5596e-03
537.720,3.5803e-03
537.730,3.6011e-03
537.740,3.6220e-03
537.750,3.6432e-03
537.760,3.6646e-03
537.770,3.6861e-03
537.780,3.7078e-03
537.790,3.7297e-03
537.800,3.7519e-03
537.810,3.7742e-03
537.820,3.7967e-03
537.830,3.8194e-03
537.840,3.8423e-03
537.850,3.8654e-03
537.860,3.8887e-03
537.870,3.9122e-03
537.880,3.9360e-03
537.890,3.9599e-03
537.900,3.9841e-03
537.910,4.0084e-03
537.920,4.0330e-03
537.930,4.0578e-03
537.940,4.0829e-03
537.950,4.1082e-03
537.960,4.1336e-03
537.970,4.1594e-03
537.980,4.1853e-03
537.990,4.2115e-03
538.000,4.2380e-03
538.010,4.2646e-03
538.020,4.2915e-03
538.030,4.3187e-03
538.040,4.3461e-03
538.050,4.3738e-03
538.060,4.4017e-03
538.070,4.4298e-03
538.080,4.4583e-03
538.090,4.4869e-03
538.100,4.5159e-03
538.110,4.5451e-03
538.120,4.5746e-03
538.130,4.6044e-03
538.140,4.6344e-03
538.150,4.6647e-03
538.160,4.6953e-03
538.170,4.7262e-03
538.180,4.7573e-03
538.190,4.7888e-03
538.200,4.8205e-03
538.210,4.8526e-03
538.220,4.8849e-03
538.230,4.9175e-03
538.240,4.9505e-03
538.250,4.9837e-03
538.260,5.0173e-03
538.270,5.0512e-03
538.280,5.0853e-03
538.290,5.1199e-03
538.300,5.1547e-03
538.310,5.1898e-03
538.320,5.2253e-03
538.330,5.2611e-03
538.340,5.2973e-03
538.350,5.3338e-03
538.360,5.3706e-03
538.370,5.4078e-03
538.380,5.4453e-03
538.390,5.4832e-03
538.400,5.5214e-03
538.410,5.5600e-03
538.420,5.5990e-03
538.430,5.6383e-03
538.440,5.6780e-03
538.450,5.7180e-03
538.460,5.7585e-03
538.470,5.7993e-03
538.480,5.8405e-03
538.490,5.8820e-03
538.500,5.9240e-03
538.510,5.9664e-03
538.520,6.0091e-03
538.530,6.0522e-03
538.540,6.0958e-03
538.550,6.1398e-03
538.560,6.1841e-03
538.570,6.2289e-03
538.580,6.2741e-03
538.590,6.3197e-03
538.600,6.3657e-03
538.610,6.4122e-03
538.620,6.4590e-03
538.630,6.5064e-03
538.640,6.5541e-03
538.650,6.6023e-03
538.660,6.6509e-03
538.670,6.7000e-03
538.680,6.7495e-03
538.690,6.7994e-03
538.700,6.8499e-03
538.710,6.9007e-03
538.720,6.9520e-03
538.730,7.0038e-03
538.740,7.0561e-03
538.750,7.1088e-03
538.760,7.1620e-03
538.770,7.2156e-03
538.780,7.2698e-03
538.790,7.3244e-03
538.800,7.3794e-03
538.810,7.4350e-03
538.820,7.4911e-03
538.830,7.5476e-03
538.840,7.6046e-03
538.850,7.6621e-03
538.860,7.7201e-03
538.870,7.7786e-03
538.880,7.8375e-03
538.890,7.8970e-03
538.900,7.9570e-03
538.910,8.0174e-03
538.920,8.0784e-03
538.930,8.1398e-03
538.940,8.2018e-03
538.950,8.2642e-03
538.960,8.3272e-03
538.970,8.3906e-03
538.980,8.4545e-03
538.990,8.5190e-03
539.000,8.5839e-03
539.010,8.6493e-03
539.020,8.7152e-03
539.030,8.7817e-03
539.040,8.8486e-03
539.050,8.9160e-03
539.060,8.9838e-03
539.070,9.0522e-03
539.080,9.1210e-03
539.090,9.1904e-03
539.100,9.2602e-03
539.110,9.3304e-03
539.120,9.4012e-03
539.130,9.4724e-03
539.140,9.5440e-03
539.150,9.6161e-03
539.160,9.6887e-03
539.170,9.7617e-03
539.180,9.8352e-03
539.190,9.9090e-03
539.200,9.9833e-03
539.210,1.0058e-02
539.220,1.0133e-02
539.230,1.0209e-02
539.240,1.0285e-02
539.250,1.0361e-02
539.260,1.0438e-02
539.270,1.0515e-02
539.280,1.0592e-02
539.290,1.0670e-02
539.300,1.0748e-02
539.310,1.0826e-02
539.320,1.0905e-02
539.330,1.0984e-02
539.340,1.1063e-02
539.350,1.1142e-02
539.360,1.1222e-02
539.370,1.1302e-02
539.380,1.1382e-02
539.390,1.1463e-02
539.400,1.1543e-02
539.410,1.1624e-02
539.420,1.1705e-02
539.430,1.1786e-02
539.440,1.1867e-02
539.450,1.1948e-02
539.460,1.2029e-02
539.470,1.2111e-02
539.480,1.2192e-02
539.490,1.2273e-02
539.500,1.2355e-02
539.510,1.2436e-02
539.520,1.2517e-02
539.530,1.2598e-02
539.540,1.2679e-02
539.550,1.2760e-02
539.560,1.2841e-02
539.570,1.2921e-02
539.580,1.3001e-02
539.590,1.3081e-02
539.600,1.3161e-02
539.610,1.3240e-02
539.620,1.3319e-02
539.630,1.3397e-02
539.640,1.3475e-02
539.650,1.3553e-02
539.660,1.3630e-02
539.670,1.3707e-02
539.680,1.3783e-02
539.690,1.3859e-02
539.700,1.3933e-02
539.710,1.4008e-02
539.720,1.4081e-02
539.730,1.4154e-02
539.740,1.4226e-02
539.750,1.4297e-02
539.760,1.4368e-02
539.770,1.4437e-02
539.780,1.4506e-02
539.790,1.4573e-02
539.800,1.4640e-02
539.810,1.4706e-02
539.820,1.4770e-02
539.830,1.4834e-02
539.840,1.4896e-02
539.850,1.4957e-02
539.860,1.5017e-02
539.870,1.5076e-02
539.880,1.5133e-02
539.890,1.5189e-02
539.900,1.5244e-02
539.910,1.5298e-02
539.920,1.5350e-02
539.930,1.5400e-02
539.940,1.5449e-02
539.950,1.5497e-02
539.960,1.5543e-02
539.970,1.5587e-02
539.980,1.5630e-02
539.990,1.5671e-02
540.000,1.5710e-02
540.010,1.5748e-02
540.020,1.5784e-02
540.030,1.5819e-02
540.040,1.5851e-02
540.050,1.5882e-02
540.060,1.5911e-02
540.070,1.5938e-02
540.080,1.5963e-02
540.090,1.5986e-02
540.100,1.6008e-02
540.110,1.6027e-02
540.120,1.6045e-02
540.130,1.6061e-02
540.140,1.6075e-02
540.150,1.6086e-02
540.160,1.6096e-02
540.170,1.6104e-02
540.180,1.6110e-02
540.190,1.6114e-02
540.200,1.6116e-02
540.210,1.6116e-02
540.220,1.6114e-02
540.230,1.6110e-02
540.240,1.6104e-02
540.250,1.6096e-02
540.260,1.6086e-02
540.270,1.6074e-02
540.280,1.6060e-02
540.290,1.6045e-02
540.300,1.6027e-02
540.310,1.6007e-02
540.320,1.5986e-02
540.330,1.5963e-02
540.340,1.5937e-02
540.350,1.5910e-02
540.360,1.5881e-02
540.370,1.5851e-02
540.380,1.5818e-02
540.390,1.5784e-02
540.400,1.5748e-02
540.410,1.5711e-02
540.420,1.5672e-02
540.430,1.5631e-02
540.440,1.5588e-02
540.450,1.5544e-02
540.460,1.5499e-02
540.470,1.5451e-02
540.480,1.5403e-02
540.490,1.5353e-02
540.500,1.5301e-02
540.510,1.5248e-02
540.520,1.5194e-02
540.530,1.5139e-02
540.540,1.5082e-02
540.550,1.5024e-02
540.560,1.4965e-02
540.570,1.4904e-02
540.580,1.4843e-02
540.590,1.4780e-02
540.600,1.4716e-02
540.610,1.4651e-02
540.620,1.4586e-02
540.630,1.4519e-02
540.640,1.4451e-02
540.650,1.4383e-02
540.660,1.4314e-02
540.670,1.4243e-02
540.680,1.4173e-02
540.690,1.4101e-02
540.700,1.4029e-02
540.710,1.3956e-02
540.720,1.3882e-02
540.730,1.3808e-02
540.740,1.3733e-02
540.750,1.3658e-02
540.760,1.3582e-02
540.770,1.3506e-02
540.780,1.3429e-02
540.790,1.3352e-02
540.800,1.3275e-02
540.810,1.3197e-02
540.820,1.3119e-02
540.830,1.3041e-02
540.840,1.2963e-02
540.850,1.2884e-02
540.860,1.2805e-02
540.870,1.2726e-02
540.880,1.2647e-02
540.890,1.2568e-02
540.900,1.2489e-02
540.910,1.2409e-02
540.920,1.2330e-02
540.930,1.2250e-02
540.940,1.2171e-02
540.950,1.2092e-02
540.960,1.2012e-02
540.970,1.1933e-02
540.980,1.1854e-02
540.990,1.1775e-02
541.000,1.1697e-02
541.010,1.1618e-02
541.020,1.1539e-02
541.030,1.1461e-02
541.040,1.1383e-02
541.050,1.1305e-02
541.060,1.1228e-02
541.070,1.1151e-02
541.080,1.1074e-02
541.090,1.0997e-02
541.100,1.0921e-02
541.110,1.0845e-02
541.120,1.0769e-02
541.130,1.0693e-02
541.140,1.0618e-02
541.150,1.0544e-02
541.160,1.0469e-02
541.170,1.0395e-02
541.180,1.0322e-02
541.190,1.0249e-02
541.200,1.0176e-02
541.210,1.0104e-02
541.220,1.0032e-02
541.230,9.9604e-03
541.240,9.8894e-03
541.250,9.8188e-03
541.260,9.7487e-03
541.270,9.6790e-03
541.280,9.6098e-03
541.290,9.5411e-03
541.300,9.4728e-03
541.310,9.4050e-03
541.320,9.3377e-03
541.330,9.2709e-03
541.340,9.2045e-03
541.350,9.1386e-03
541.360,9.0733e-03
541.370,9.0084e-03
541.380,8.9440e-03
541.390,8.8801e-03
541.400,8.8167e-03
541.410,8.7538e-03
541.420,8.6914e-03
541.430,8.6295e-03
541.440,8.5681e-03
541.450,8.5072e-03
541.460,8.4467e-03
541.470,8.3868e-03
541.480,8.3274e-03
541.490,8.2685e-03
541.500,8.2101e-03
541.510,8.1522e-03
541.520,8.0948e-03
541.530,8.0379e-03
541.540,7.9814e-03
541.550,7.9255e-03
541.560,7.8701e-03
541.570,7.8151e-03
541.580,7.7607e-03
541.590,7.7067e-03
541.600,7.6532e-03
541.610,7.6002e-03
541.620,7.5477e-03
541.630,7.4956e-03
541.640,7.4440e-03
541.650,7.3929e-03
541.660,7.3423e-03
541.670,7.2921e-03
541.680,7.2425e-03
541.690,7.1932e-03
541.700,7.1445e-03
541.710,7.0961e-03
541.720,7.0483e-03
541.730,7.0009e-03
541.740,6.9539e-03
541.750,6.9074e-03
541.760,6.8614e-03
541.770,6.8157e-03
541.780,6.7705e-03
541.790,6.7258e-03
541.800,6.6815e-03
541.810,6.6376e-03
541.820,6.5941e-03
541.830,6.5510e-03
541.840,6.5084e-03
541.850,6.4662e-03
541.860,6.4244e-03
541.870,6.3830e-03
541.880,6.3420e-03
541.890,6.3014e-03
541.900,6.2612e-03
541.910,6.2214e-03
541.920,6.1820e-03
541.930,6.1430e-03
541.940,6.1043e-03
541.950,6.0661e-03
541.960,6.0282e-03
541.970,5.9907e-03
541.980,5.9535e-03
541.990,5.9168e-03
542.000,5.8804e-03
542.010,5.8444e-03
542.020,5.8087e-03
542.030,5.7734e-03
542.040,5.7384e-03
542.050,5.7038e-03
542.060,5.6695e-03
542.070,5.6355e-03
542.080,5.6020e-03
542.090,5.5687e-03
542.100,5.5358e-03
542.110,5.5032e-03
542.120,5.4709e-03
542.130,5.4390e-03
542.140,5.4073e-03
542.150,5.3760e-03
542.160,5.3450e-03
542.170,5.3143e-03
542.180,5.2840e-03
542.190,5.2539e-03
542.200,5.2241e-03
542.210,5.1946e-03
542.220,5.1655e-03
542.230,5.1366e-03
542.240,5.1080e-03
542.250,5.0797e-03
542.260,5.0517e-03
542.270,5.0239e-03
542.280,4.9965e-03
542.290,4.9693e-03
542.300,4.9424e-03
542.310,4.9158e-03
542.320,4.8894e-03
542.330,4.8633e-03
542.340,4.8374e-03
542.350,4.8119e-03
542.360,4.7865e-03
542.370,4.7615e-03
542.380,4.7367e-03
542.390,4.7121e-03
542.400,4.6878e-03
542.410,4.6637e-03
542.420,4.6399e-03
542.430,4.6163e-03
542.440,4.5929e-03
542.450,4.5698e-03
542.460,4.5470e-03
542.470,4.5243e-03
542.480,4.5019e-03
542.490,4.4797e-03
542.500,4.4577e-03
542.510,4.4360e-03
542.520,4.4144e-03
542.530,4.3931e-03
542.540,4.3720e-03
542.550,4.3511e-03
542.560,4.3304e-03
542.570,4.3100e-03
542.580,4.2897e-03
542.590,4.2696e-03
542.600,4.2498e-03
542.610,4.2301e-03
542.620,4.2107e-03
542.630,4.1914e-03
542.640,4.1724e-03
542.650,4.1535e-03
542.660,4.1348e-03
542.670,4.1163e-03
542.680,4.0980e-03
542.690,4.0799e-03
542.700,4.0619e-03
542.710,4.0442e-03
542.720,4.0266e-03
542.730,4.0092e-03
542.740,3.9920e-03
542.750,3.9749e-03
542.760,3.9581e-03
542.770,3.9413e-03
542.780,3.9248e-03
542.790,3.9084e-03
542.800,3.8922e-03
542.810,3.8762e-03
542.820,3.8603e-03
542.830,3.8446e-03
542.840,3.8291e-03
542.850,3.8137e-03
542.860,3.7984e-03
542.870,3.7833e-03
542.880,3.7684e-03
542.890,3.7536e-03
542.900,3.7390e-03
542.910,3.7245e-03
542.920,3.7102e-03
542.930,3.6960e-03
542.940,3.6819e-03
542.950,3.6681e-03
542.960,3.6543e-03
542.970,3.6407e-03
542.980,3.6272e-03
542.990,3.6139e-03
543.000,3.6007e-03
543.010,3.5876e-03
543.020,3.5747e-03
543.030,3.5619e-03
543.040,3.5492e-03
543.050,3.5367e-03
543.060,3.5243e-03
543.070,3.5120e-03
543.080,3.4999e-03
543.090,3.4878e-03
543.100,3.4759e-03
543.110,3.4642e-03
543.120,3.4525e-03
543.130,3.4410e-03
543.140,3.4296e-03
543.150,3.4183e-03
543.160,3.4071e-03
543.170,3.3961e-03
543.180,3.3851e-03
543.190,3.3743e-03
543.200,3.3636e-03
543.210,3.3530e-03
543.220,3.3425e-03
543.230,3.3322e-03
543.240,3.3219e-03
543.250,3.3117e-03
543.260,3.3017e-03
543.270,3.2918e-03
543.280,3.2819e-03
543.290,3.2722e-03
543.300,3.2626e-03
543.310,3.2531e-03
543.320,3.2437e-03
543.330,3.2344e-03
543.340,3.2252e-03
543.350,3.2160e-03
543.360,3.2070e-03
543.370,3.1981e-03
543.380,3.1893e-03
543.390,3.1806e-03
543.400,3.1720e-03
543.410,3.1634e-03
543.420,3.1550e-03
543.430,3.1467e-03
543.440,3.1384e-03
543.450,3.1303e-03
543.460,3.1222e-03
543.470,3.1143e-03
543.480,3.1064e-03
543.490,3.0986e-03
543.500,3.0909e-03
543.510,3.0833e-03
543.520,3.0758e-03
543.530,3.0683e-03
543.540,3.0610e-03
543.550,3.0537e-03
543.560,3.0465e-03
543.570,3.0394e-03
543.580,3.0324e-03
543.590,3.0255e-03
543.600,3.0186e-03
543.610,3.0119e-03
543.620,3.0052e-03
543.630,2.9986e-03
543.640,2.9920e-03
543.650,2.9856e-03
543.660,2.9792e-03
543.670,2.9729e-03
543.680,2.9667e-03
543.690,2.9606e-03
543.700,2.9545e-03
543.710,2.9486e-03
543.720,2.9426e-03
543.730,2.9368e-03
543.740,2.9311e-03
543.750,2.9254e-03
543.760,2.9198e-03
543.770,2.9142e-03
543.780,2.9087e-03
543.790,2.9033e-03
543.800,2.8980e-03
543.810,2.8928e-03
543.820,2.8876e-03
543.830,2.8825e-03
543.840,2.8774e-03
543.850,2.8725e-03
543.860,2.8675e-03
543.870,2.8627e-03
543.880,2.8579e-03
543.890,2.8532e-03
543.900,2.8486e-03
543.910,2.8440e-03
543.920,2.8395e-03
543.930,2.8351e-03
543.940,2.8307e-03
543.950,2.8264e-03
543.960,2.8222e-03
543.970,2.8180e-03
543.980,2.8139e-03
543.990,2.8098e-03
544.000,2.8058e-03
544.010,2.8019e-03
544.020,2.7980e-03
544.030,2.7942e-03
544.040,2.7905e-03
